[Id],[A][TNF_VS_Control],[M][TNF_VS_Control],[P][TNF_VS_Control],[As][TNF_VS_Control]
218455_at,8.558079289,-0.176678659,0.737566843,0
218456_at,9.155962744,0.484959255,0.079796986,0
218457_s_at,6.878237494,-0.055520734,0.999941005,0
218458_at,8.442499035,-0.349565928,0.216176619,0
218459_at,9.660076378,-0.217210673,0.371796609,0
218460_at,10.01106342,0.046005752,0.999941005,0
218461_at,9.027943681,-0.259221295,0.266364995,0
218462_at,10.92473967,0.017243629,0.999941005,0
218463_s_at,8.903845841,0.097918562,0.909577111,0
218464_s_at,9.338802646,-0.137475313,0.809343333,0
218465_at,9.344421627,0.158113177,0.791288867,0
218466_at,7.640225155,-0.081675882,0.999941005,0
218467_at,11.31305112,-0.000837238,0.999941005,0
218468_s_at,11.67545802,0.045753968,0.999941005,0
218469_at,11.44717699,0.242691215,0.430347691,0
218470_at,7.523441836,0.075721661,0.985466359,0
218471_s_at,8.412688684,-0.136083596,0.736535328,0
218472_s_at,9.164230651,-0.006442186,0.999941005,0
218473_s_at,10.20616212,0.260413677,0.277278866,0
218474_s_at,9.730418279,0.198425495,0.518980148,0
218475_at,8.242611608,-0.082205464,0.99018178,0
218476_at,7.651782469,0.009279207,0.999941005,0
218477_at,10.63170277,-0.186365311,0.558847087,0
218478_s_at,9.463997726,-0.094139168,0.99334368,0
218479_s_at,6.883329836,-0.086705252,0.997359702,0
218480_at,8.942749142,-0.187921486,0.710870616,0
218481_at,9.139753084,-0.1452373,0.727648799,0
218482_at,11.31702421,0.050759047,0.999941005,0
218483_s_at,8.76715603,-0.203441622,0.411916065,0
218484_at,6.594690215,-0.017002859,0.999941005,0
218485_s_at,8.281761364,0.183258514,0.608882095,0
218486_at,7.831298141,0.147219605,0.840478555,0
218487_at,7.877663751,-0.478038042,0.132598443,0
218488_at,9.351703589,-0.12896078,0.780541336,0
218489_s_at,7.057914471,-0.197267998,0.798433168,0
218490_s_at,5.631145283,-0.337047873,0.282572614,0
218491_s_at,9.320213055,-0.263998244,0.255784074,0
218492_s_at,7.987102638,-0.2824241,0.483111826,0
218493_at,10.58451285,-0.131494556,0.779950335,0
218494_s_at,9.466653926,0.060057098,0.999941005,0
218495_at,10.6928325,-0.061236164,0.999941005,0
218496_at,9.245583623,-0.093948653,0.966978376,0
218497_s_at,9.240217341,-0.032827885,0.999941005,0
218498_s_at,8.408506002,0.127392827,0.946405603,0
218499_at,4.192706119,0.015744888,0.999941005,0
218500_at,8.807121804,-0.415087271,0.114128107,0
218501_at,6.345193793,-0.109102734,0.999941005,0
218502_s_at,5.367465425,-0.328019329,0.273525846,0
218503_at,7.870170651,0.105299785,0.944173571,0
218504_at,9.122916526,-0.069386781,0.999837998,0
218505_at,8.751019209,-0.157856442,0.712795975,0
218506_x_at,9.373966454,-0.008631462,0.999941005,0
218507_at,9.320405903,0.145455664,0.885779203,0
218508_at,8.949267511,-0.03086719,0.999941005,0
218509_at,8.280511,-0.037208028,0.999941005,0
218510_x_at,6.626022284,-0.146883827,0.999941005,0
218511_s_at,7.69031905,-0.253934037,0.218431734,0
218512_at,9.494046478,-0.120000179,0.800934903,0
218513_at,6.300302509,0.099963326,0.98435138,0
218514_at,9.261872372,-0.006563791,0.999941005,0
218515_at,8.839778802,-0.101110078,0.916364695,0
218516_s_at,8.777516312,-0.036360112,0.999941005,0
218517_at,8.655614591,-0.517216391,0.027649946,1
218518_at,8.632303173,-0.207637868,0.770396227,0
218519_at,8.869782072,-0.47750748,0.086099426,0
218520_at,9.454994384,0.086090284,0.975283725,0
218521_s_at,6.687213553,-0.318790259,0.712166889,0
218522_s_at,7.448951371,0.632413089,0.206295067,0
218523_at,7.643316779,-0.06039418,0.999941005,0
218524_at,7.707226767,0.112080974,0.932359377,0
218525_s_at,8.349133133,-0.068354332,0.999941005,0
218526_s_at,9.546106209,-0.127894558,0.809606643,0
218527_at,9.116632988,-0.040181695,0.999941005,0
218528_s_at,8.70783599,-0.099007055,0.999191074,0
218529_at,9.303749968,0.074032532,0.980167187,0
218530_at,9.203383718,0.144313071,0.880233066,0
218531_at,8.829410833,-0.134056705,0.810658242,0
218532_s_at,5.451124252,0.028965618,0.999941005,0
218533_s_at,9.106156576,0.025222421,0.999941005,0
218534_s_at,7.975199999,-0.48514574,0.015777161,1
218535_s_at,9.153616631,-0.129274045,0.86558733,0
218536_at,7.63726421,-0.194534818,0.528563209,0
218537_at,9.869142752,-0.082954361,0.995459197,0
218538_s_at,6.279506851,-0.116245452,0.999779244,0
218539_at,9.220109211,-0.115440241,0.815340027,0
218540_at,8.74511137,0.051332237,0.999941005,0
218541_s_at,7.521524481,0.853466661,0.025192253,1
218542_at,10.64314001,-0.129080606,0.803644359,0
218543_s_at,9.642016073,0.952812024,0.000659888,1
218544_s_at,9.342230815,0.182841734,0.720198759,0
218545_at,6.428374264,-0.206021339,0.806687108,0
218546_at,8.290524248,-0.133213129,0.878651968,0
218547_at,9.186001529,0.037980046,0.999941005,0
218548_x_at,7.990224713,-0.188133629,0.764613795,0
218549_s_at,8.69457196,-0.174251549,0.825198941,0
218550_s_at,7.713532852,-0.352115592,0.132060442,0
218551_at,8.446382616,-0.034414574,0.999941005,0
218552_at,8.910548461,-0.027486236,0.999941005,0
218553_s_at,7.780513089,-0.024482546,0.999941005,0
218554_s_at,7.706161003,-0.015551834,0.999941005,0
218555_at,8.515622023,0.08130729,0.979447648,0
218556_at,10.66453879,0.089729218,0.944109735,0
218557_at,9.126032831,0.063994813,0.999941005,0
218558_s_at,9.96779605,0.166301021,0.593461343,0
218559_s_at,5.74517757,-0.005856566,0.999941005,0
218560_s_at,7.894053927,0.062323596,0.999941005,0
218561_s_at,9.444670897,0.214319901,0.56262102,0
218562_s_at,6.427834911,-0.161746155,0.857206035,0
218563_at,10.5052248,-0.048716609,0.999941005,0
218564_at,9.068515486,-0.127510754,0.989806068,0
218565_at,8.294906799,0.016541743,0.999941005,0
218566_s_at,8.398626761,-0.085928107,0.98656973,0
218567_x_at,8.728182374,0.016172035,0.999941005,0
218568_at,8.252854992,0.14334191,0.880233066,0
218569_s_at,8.355331421,-0.182929861,0.580605687,0
218570_at,7.969143177,-0.083865167,0.999941005,0
218571_s_at,9.953121685,0.00814329,0.999941005,0
218572_at,7.933391099,0.022602792,0.999941005,0
218573_at,7.123312297,-0.156733312,0.840722334,0
218574_s_at,8.570421378,-0.059666999,0.999941005,0
218575_at,9.621533504,-0.125861542,0.777425367,0
218576_s_at,9.226874247,-0.059401444,0.999941005,0
218577_at,9.430792673,-0.252473808,0.533833832,0
218578_at,8.524034381,-0.12558306,0.814783681,0
218579_s_at,7.549777592,-0.124960278,0.903935291,0
218580_x_at,10.83544655,-0.081374707,0.948144036,0
218581_at,9.342764592,-0.400816626,0.064187364,0
218582_at,9.514875192,0.070102312,0.997359702,0
218583_s_at,9.388067631,-0.048436675,0.999941005,0
218584_at,8.062281733,-0.105944477,0.939801459,0
218585_s_at,10.29089397,-0.207174149,0.566868836,0
218586_at,8.270063212,0.117912106,0.941871102,0
218587_s_at,8.418278821,0.086901605,0.999941005,0
218588_s_at,8.049406219,-0.218494653,0.665920991,0
218589_at,7.430609612,-0.201449018,0.687502364,0
218590_at,7.903612837,0.137730702,0.766087544,0
218591_s_at,5.790040373,-0.006980547,0.999941005,0
218592_s_at,9.367801556,0.029049152,0.999941005,0
218593_at,9.21336845,0.110829811,0.930908235,0
218594_at,9.834990984,-0.056710958,0.999941005,0
218595_s_at,9.692223262,0.04020329,0.999941005,0
218596_at,8.27832374,-0.044915471,0.999941005,0
218597_s_at,9.877739768,0.022879135,0.999941005,0
218598_at,7.149291985,-0.225024688,0.503863391,0
218599_at,8.632185649,0.115520131,0.951639542,0
218600_at,7.71670642,0.67197386,0.007682795,1
218601_at,9.241293754,0.254894493,0.239328139,0
218602_s_at,5.289879643,-0.346446924,0.606774167,0
218603_at,8.695555551,-0.052074009,0.999941005,0
218604_at,9.266733328,-0.066420891,0.999941005,0
218605_at,9.789086569,0.080029913,0.999941005,0
218606_at,10.25305403,-0.14729942,0.73618118,0
218607_s_at,9.611743622,0.028251426,0.999941005,0
218608_at,7.562926479,0.103580158,0.996035472,0
218609_s_at,7.884459594,-0.004214636,0.999941005,0
218610_s_at,5.475304459,0.018330593,0.999941005,0
218611_at,10.60474439,-0.021674028,0.999941005,0
218612_s_at,8.657009837,0.033012628,0.999941005,0
218613_at,7.385192327,-0.108522828,0.932826458,0
218614_at,6.526109359,0.143425302,0.943972986,0
218615_s_at,7.88321684,-0.048115892,0.999941005,0
218616_at,8.734928082,-0.101134876,0.932304841,0
218617_at,8.447825035,-0.05568253,0.999941005,0
218618_s_at,10.94066188,0.576854146,0.02567423,1
218619_s_at,9.591870393,-0.159137428,0.635245975,0
218620_s_at,7.859189979,-0.10817,0.857572755,0
218621_at,6.631128579,-0.06794573,0.999941005,0
218622_at,9.889899281,-0.190069207,0.659617592,0
218623_at,6.874204521,0.124049413,0.908270651,0
218624_s_at,8.652685241,0.094164751,0.999941005,0
218625_at,8.710081502,-0.184507224,0.522749731,0
218626_at,8.903339138,-0.035676149,0.999941005,0
218627_at,11.30321887,1.540241793,5.64E-05,1
218628_at,9.023586334,-0.121207408,0.948144036,0
218629_at,7.247725389,-0.042821345,0.999941005,0
218630_at,8.036415713,-0.164491864,0.789761786,0
218631_at,8.740403397,-0.371321347,0.167804005,0
218632_at,8.59908969,0.1186372,0.912266511,0
218633_x_at,8.916916484,-0.502972808,0.020422652,1
218634_at,8.444958053,0.071505425,0.971578998,0
218636_s_at,9.280004975,-0.069444748,0.977379517,0
218637_at,6.428688876,-0.201629268,0.786311237,0
218638_s_at,7.97623778,-0.145400522,0.885779203,0
218639_s_at,7.471770091,-0.055657114,0.999941005,0
218640_s_at,8.180301839,0.002638736,0.999941005,0
218641_at,7.993019123,0.111360157,0.824747719,0
218642_s_at,8.226610937,-0.198640497,0.912266511,0
218643_s_at,6.970111124,-0.260135543,0.735310959,0
218644_at,9.666653798,0.102376243,0.962336635,0
218645_at,7.521311419,-0.056846168,0.999941005,0
218646_at,10.33002623,-0.238917934,0.555789215,0
218647_s_at,8.389167392,0.14986045,0.891746301,0
218648_at,10.14761843,-0.120862788,0.786311237,0
218649_x_at,9.07111623,-0.017084185,0.999941005,0
218650_at,8.961542869,0.133994679,0.89760271,0
218651_s_at,8.225987608,0.156459186,0.776144208,0
218652_s_at,9.178944484,0.03053309,0.999941005,0
218653_at,8.983264851,-0.214707434,0.4332655,0
218654_s_at,9.705716702,-0.109956755,0.885424775,0
218655_s_at,8.671840409,0.00463277,0.999941005,0
218656_s_at,9.710079826,0.752567123,0.015149421,1
218657_at,6.056625578,-0.037247083,0.999941005,0
218658_s_at,7.322028164,-0.086445517,0.999941005,0
218659_at,9.595332711,-0.254610355,0.326955233,0
218660_at,9.475675216,-0.202884472,0.568849621,0
218661_at,8.710517827,0.175329399,0.748635091,0
218662_s_at,8.812038767,-0.400573791,0.155554824,0
218663_at,9.257519313,-0.393153008,0.2862044,0
218664_at,8.375029047,0.02509746,0.999941005,0
218665_at,8.56729544,0.214730531,0.647239085,0
218666_s_at,7.161182939,-0.054348622,0.999941005,0
218667_at,9.548276406,0.384432974,0.119597594,0
218668_s_at,8.353829723,0.439283498,0.392152546,0
218669_at,9.390973688,0.404737401,0.104488001,0
218670_at,8.09889778,0.33368537,0.227973608,0
218671_s_at,10.06680331,-0.193156826,0.597544845,0
218672_at,10.02874155,-0.079990699,0.987201135,0
218673_s_at,8.290822887,-0.018339833,0.999941005,0
218674_at,6.15106414,-0.455687281,0.105970882,0
218675_at,6.290141484,-0.113350026,0.925895872,0
218676_s_at,8.141705219,-0.171817971,0.764039302,0
218677_at,5.811327076,0.082882895,0.999941005,0
218678_at,8.960959109,-0.059097905,0.999941005,0
218679_s_at,9.797962786,0.07683831,0.999941005,0
218680_x_at,9.34805659,0.098182657,0.991092473,0
218681_s_at,8.882036481,0.322148732,0.180701132,0
218682_s_at,8.701567244,-0.202122994,0.612907286,0
218683_at,8.371113159,-0.069549375,0.999941005,0
218684_at,9.732088336,0.042610648,0.999941005,0
218685_s_at,7.399460304,-0.234691444,0.424694196,0
218686_s_at,9.358387266,0.235067512,0.362891717,0
218687_s_at,6.434656409,0.06130313,0.999837998,0
218688_at,7.285345673,-0.095982495,0.997172647,0
218689_at,6.586347289,-0.074921131,0.999941005,0
218690_at,7.974004389,-0.063472174,0.999941005,0
218691_s_at,8.355025654,1.572859954,8.62E-05,1
218692_at,5.292188976,0.01495025,0.999941005,0
218693_at,7.01591932,-0.293644071,0.199872291,0
218694_at,8.034755685,-0.141156996,0.833738438,0
218695_at,9.394732145,0.095267209,0.947567774,0
218696_at,8.352750347,-0.301438086,0.695046326,0
218697_at,8.647983821,-0.136747217,0.828920969,0
218698_at,8.912242844,-0.121107726,0.908756483,0
218699_at,8.721660239,0.099563165,0.949207573,0
218700_s_at,6.319798448,0.209206719,0.89760271,0
218701_at,7.711238177,-0.90793032,0.015747279,1
218702_at,8.233908872,-0.168943121,0.753710541,0
218703_at,6.671853237,-0.135023396,0.798627867,0
218704_at,6.36744723,-0.009524076,0.999941005,0
218705_s_at,8.050090043,0.150477245,0.897025695,0
218706_s_at,8.829157933,0.043016688,0.999941005,0
218707_at,7.395053905,0.084285631,0.987048115,0
218708_at,9.956448415,0.213123711,0.43514063,0
218709_s_at,9.443790064,-0.170633302,0.568347854,0
218710_at,9.455292191,0.323652387,0.195874763,0
218711_s_at,7.349910412,-1.389413097,0.014683343,1
218712_at,7.016901569,-0.028671477,0.999941005,0
218713_at,7.707113416,-0.163270271,0.931932488,0
218714_at,9.214428491,0.022768609,0.999941005,0
218715_at,10.27813928,0.098702866,0.949207573,0
218716_x_at,8.055177767,-0.229957546,0.885424775,0
218717_s_at,10.42661666,0.340897705,0.242913535,0
218718_at,10.83593993,0.073272194,0.96791799,0
218719_s_at,9.555142126,-0.249182842,0.334891218,0
218720_x_at,8.768304892,0.040677028,0.999941005,0
218721_s_at,7.70335712,-0.144260578,0.769538122,0
218722_s_at,9.097186938,-0.118848836,0.785044136,0
218723_s_at,5.282951283,0.003582225,0.999941005,0
218724_s_at,6.758236781,0.144403729,0.877431287,0
218725_at,8.112778689,0.414015172,0.07244217,0
218726_at,10.40233482,-0.058975093,0.999941005,0
218727_at,8.149546329,-0.07277294,0.980891802,0
218728_s_at,9.154276087,-0.075765255,0.989806068,0
218729_at,9.234812367,-0.252624903,0.429201263,0
218730_s_at,4.038930582,0.00423575,0.999941005,0
218731_s_at,7.300972934,-0.00020522,0.999941005,0
218732_at,9.832445234,-0.022894834,0.999941005,0
218733_at,8.222340508,0.182177731,0.999941005,0
218734_at,8.747131879,-0.165212526,0.643379082,0
218735_s_at,8.937843084,0.08694093,0.975141798,0
218736_s_at,6.403100752,-1.003886139,0.000965671,1
218737_at,5.634131187,0.043822408,0.999941005,0
218738_s_at,9.867582396,-0.070888192,0.999941005,0
218739_at,7.711337153,-0.232536729,0.473910749,0
218740_s_at,10.06804213,0.00433267,0.999941005,0
218741_at,9.769156969,-0.135355583,0.743701468,0
218742_at,8.024442618,-0.112953865,0.918955991,0
218743_at,8.793692876,0.024908441,0.999941005,0
218744_s_at,7.6602386,-0.146483733,0.700257423,0
218745_x_at,9.27381008,-0.064496688,0.999941005,0
218746_at,7.128701393,0.127453643,0.92828108,0
218747_s_at,6.982281955,0.221843539,0.429201263,0
218748_s_at,8.813752783,-0.214745846,0.858809572,0
218749_s_at,8.724746676,0.23423596,0.498985643,0
218750_at,7.459663804,0.226182697,0.480259791,0
218751_s_at,7.966376066,-0.017483879,0.999941005,0
218752_at,7.801026706,-0.057977736,0.999941005,0
218753_at,9.529527683,-0.064900866,0.999941005,0
218754_at,9.548343116,-0.028485804,0.999941005,0
218755_at,10.02993581,-0.570870999,0.014204659,1
218756_s_at,8.30332683,-0.135708313,0.873299411,0
218757_s_at,9.522741557,0.14229482,0.858801856,0
218758_s_at,8.509547119,0.165837388,0.727581856,0
218759_at,7.933150492,-0.108663629,0.944109735,0
218760_at,7.908217735,-0.178101333,0.510435133,0
218761_at,8.563920681,-0.163846708,0.678885454,0
218762_at,8.242396316,0.196104074,0.454033814,0
218763_at,9.133965729,-0.031118349,0.999941005,0
218764_at,9.522153691,0.074007367,0.999941005,0
218765_at,9.43927232,-0.100026455,0.92230961,0
218766_s_at,7.490343485,-0.122037458,0.844720231,0
218767_at,8.354279503,0.021469463,0.999941005,0
218768_at,10.35582181,-0.088932593,0.999007235,0
218769_s_at,7.198081639,-0.382549244,0.294110613,0
218770_s_at,8.569120346,-0.204162136,0.483359397,0
218771_at,8.268540818,0.022958054,0.999941005,0
218772_x_at,8.202017742,-0.291055842,0.611311954,0
218773_s_at,9.174272432,-0.176616278,0.709519847,0
218774_at,9.118345305,-0.215622835,0.371358885,0
218775_s_at,7.738604997,-0.093989874,0.946405603,0
218776_s_at,7.587176084,0.081493832,0.944109735,0
218777_at,9.460634426,-0.189499216,0.524376848,0
218778_x_at,6.81554054,0.098747624,0.977379517,0
218779_x_at,7.154775147,0.123886175,0.873309808,0
218780_at,8.535318174,0.039065383,0.999941005,0
218781_at,9.616541646,0.005745846,0.999941005,0
218782_s_at,9.569542831,-0.445354553,0.192193408,0
218783_at,6.785515429,-0.352258162,0.753710541,0
218784_s_at,7.045926214,-0.265186251,0.274071699,0
218785_s_at,6.083462665,-0.051354319,0.999941005,0
218786_at,7.433243806,0.013047614,0.999941005,0
218787_x_at,9.167362645,-0.07917412,0.979447648,0
218788_s_at,8.697645784,-0.060120737,0.999941005,0
218789_s_at,7.069716265,-0.234780878,0.511667911,0
218790_s_at,6.45471207,0.154855149,0.887505641,0
218791_s_at,7.487265139,0.067202132,0.999941005,0
218792_s_at,6.860461562,0.100104009,0.999941005,0
218793_s_at,6.531943053,0.069380804,0.999941005,0
218794_s_at,8.406699418,-0.049034582,0.999941005,0
218795_at,8.209891488,-0.042419096,0.999941005,0
218796_at,7.105340843,-0.07322085,0.999941005,0
218797_s_at,8.266640054,0.060206642,0.993736677,0
218798_at,8.133686403,0.017017544,0.999941005,0
218799_at,8.920114603,-0.032185011,0.999941005,0
218800_at,4.313587707,-0.153180405,0.785882562,0
218801_at,8.300876572,-0.034769004,0.999941005,0
218802_at,9.97739721,-0.119563225,0.847674596,0
218803_at,9.042365282,0.106617029,0.882150511,0
218804_at,4.033584003,-0.076521789,0.962336635,0
218805_at,8.522719055,-0.081445504,0.999941005,0
218806_s_at,4.768030768,-0.048253869,0.999941005,0
218807_at,6.888615075,-0.049996982,0.999941005,0
218808_at,6.57056188,0.165501323,0.615568963,0
218809_at,10.19864724,0.267371437,0.349140085,0
218810_at,8.057870182,0.485849564,0.022031811,1
218811_at,7.775559175,0.003967532,0.999941005,0
218812_s_at,7.455268878,0.174488219,0.784641877,0
218813_s_at,7.896927609,0.19775696,0.989806068,0
218814_s_at,6.509168271,-0.085576901,0.999941005,0
218815_s_at,8.273818062,0.728922188,0.001696181,1
218816_at,6.218424638,0.212219934,0.564545036,0
218817_at,8.784850962,0.169947186,0.858801856,0
218818_at,8.539283926,0.064268727,0.999941005,0
218819_at,8.238789255,-0.073988105,0.999941005,0
218820_at,6.81847108,-0.037191729,0.999941005,0
218821_at,7.282617139,-0.027645455,0.999941005,0
218822_s_at,7.653908859,-0.068175612,0.999941005,0
218823_s_at,8.833281316,-0.027333879,0.999941005,0
218824_at,6.706695177,-0.52411872,0.03837063,1
218825_at,8.581093356,-0.112553407,0.966978376,0
218826_at,9.699774304,0.225252004,0.350284984,0
218827_s_at,8.320018334,-0.3553914,0.109929222,0
218828_at,10.89704957,0.09120704,0.903831191,0
218829_s_at,7.133137609,0.322205295,0.431909678,0
218830_at,10.91632008,-0.125702921,0.828360634,0
218831_s_at,9.201327727,0.084577199,0.98338325,0
218832_x_at,7.854594078,0.227886832,0.371358885,0
218833_at,7.71376704,0.068661695,0.987089294,0
218834_s_at,8.668665087,0.507745877,0.092647242,0
218835_at,6.758423586,-0.027027973,0.999941005,0
218836_at,9.109095184,-0.202232052,0.371840909,0
218837_s_at,7.88900425,0.121719438,0.826218377,0
218838_s_at,8.979137044,-0.011534511,0.999941005,0
218839_at,7.485292596,-0.006079884,0.999941005,0
218840_s_at,6.947416201,0.178902512,0.891746301,0
218841_at,7.495392809,-0.15557527,0.947153185,0
218842_at,7.981483053,-0.545413507,0.106054126,0
218843_at,8.665288348,-0.017797298,0.999941005,0
218844_at,8.202909316,0.033095176,0.999941005,0
218845_at,8.641988715,0.106672638,0.973443173,0
218846_at,8.037049187,-0.237956998,0.609234218,0
218847_at,10.45595462,0.013194919,0.999941005,0
218848_at,8.130029359,0.061773749,0.999941005,0
218849_s_at,9.598482756,0.360304737,0.166046093,0
218850_s_at,8.586327795,0.224540753,0.43806505,0
218851_s_at,6.146956474,-0.005087316,0.999941005,0
218852_at,9.208705272,-0.047608079,0.999941005,0
218853_s_at,9.413297629,-0.257837967,0.325171353,0
218854_at,9.288630485,0.262375003,0.35558466,0
218855_at,8.107172989,0.234436623,0.611256706,0
218856_at,9.239621314,0.155194252,0.643379082,0
218857_s_at,9.030547058,-0.252827009,0.417672324,0
218858_at,6.414442472,0.005000474,0.999941005,0
218859_s_at,8.417536116,-0.199020732,0.904156622,0
218860_at,8.402979259,0.14289502,0.809343333,0
218861_at,8.384725742,0.147101863,0.862727162,0
218862_at,7.700984655,-0.256447518,0.550468308,0
218863_s_at,4.902427845,-0.021992513,0.999941005,0
218864_at,7.921371636,0.021015153,0.999941005,0
218865_at,8.689215698,0.013956577,0.999941005,0
218866_s_at,9.729870575,-0.141944518,0.774665994,0
218867_s_at,9.168833464,0.045893522,0.999941005,0
218868_at,6.1387468,-0.325488909,0.418233991,0
218869_at,8.342731383,-0.107215029,0.872777377,0
218870_at,6.110744944,0.016906554,0.999941005,0
218871_x_at,7.741891472,0.229321762,0.518488391,0
218872_at,6.600961764,-0.028650943,0.999941005,0
218873_at,7.644958622,-0.077684867,0.962759407,0
218874_s_at,7.536773248,0.095586869,0.999941005,0
218875_s_at,9.726939341,-0.236376787,0.571805619,0
218876_at,5.971974494,0.077832151,0.976854821,0
218877_s_at,8.236175639,-0.024822391,0.999941005,0
218878_s_at,8.104782413,-0.13827961,0.986238976,0
218879_s_at,7.399922448,-0.102517656,0.913424859,0
218880_at,9.885519583,0.666815786,0.133480163,0
218881_s_at,8.500657621,0.288314195,0.687521839,0
218882_s_at,8.795773973,0.079485754,0.972776876,0
218883_s_at,10.74720216,-0.246759112,0.304702508,0
218884_s_at,7.409532138,-0.152711484,0.932150088,0
218885_s_at,5.435915451,-0.171872666,0.640955833,0
218886_at,8.500552164,0.185727576,0.876545728,0
218887_at,8.943803205,0.08141933,0.977379517,0
218888_s_at,10.78516286,-0.236255309,0.654400328,0
218889_at,9.58960525,0.043161991,0.999941005,0
218890_x_at,9.474029473,-0.196998478,0.558847087,0
218891_at,8.720716484,0.06773544,0.999941005,0
218892_at,7.368666313,-0.153718748,0.891971942,0
218893_at,9.386378936,-0.049643948,0.999941005,0
218894_s_at,7.403395079,-0.125569843,0.948144036,0
218895_at,8.652170347,-0.083502257,0.945583833,0
218896_s_at,9.350353684,0.093066175,0.996960421,0
218897_at,7.847933764,-0.243744314,0.427972232,0
218898_at,10.28165651,0.20049236,0.555749388,0
218899_s_at,4.875088097,0.012373972,0.999941005,0
218900_at,7.245393625,-0.064589799,0.999007235,0
218901_at,9.953833099,0.485309713,0.115557916,0
218902_at,7.959538696,0.174640228,0.824747719,0
218903_s_at,8.277655824,-0.047758173,0.999941005,0
218904_s_at,6.684525394,-0.343967519,0.425348052,0
218905_at,9.242094573,-0.405632832,0.100649491,0
218906_x_at,9.455971535,0.185358505,0.673220059,0
218907_s_at,7.613969507,-0.025899712,0.999941005,0
218908_at,7.98661847,-0.015537628,0.999941005,0
218909_at,8.720536772,0.168523475,0.801119308,0
218910_at,8.089891663,-0.043610003,0.999941005,0
218911_at,6.825588766,-0.214957914,0.938844213,0
218912_at,8.487500541,-0.000787533,0.999941005,0
218913_s_at,7.250762549,0.128030986,0.879326707,0
218914_at,6.34495147,-0.265481552,0.542515042,0
218915_at,10.50602808,0.005921338,0.999941005,0
218916_at,8.158961192,0.088464974,0.999941005,0
218917_s_at,9.755157225,-0.200362673,0.503058566,0
218918_at,6.241881556,0.011228936,0.999941005,0
218919_at,8.801009715,-0.140263241,0.891971942,0
218920_at,8.671165206,0.012614791,0.999941005,0
218921_at,7.493216964,-0.23974724,0.637847207,0
218922_s_at,6.551291569,0.022570095,0.999941005,0
218923_at,6.358822676,0.008570247,0.999941005,0
218924_s_at,7.711500486,-0.123254727,0.87950371,0
218925_s_at,4.056914535,-0.022645052,0.999941005,0
218926_at,8.162441282,-0.23713825,0.523444001,0
218927_s_at,8.336476525,-0.459566818,0.087681459,0
218928_s_at,6.709172235,0.056035012,0.999941005,0
218929_at,8.180812813,0.046714507,0.999941005,0
218930_s_at,8.037956131,-0.545507788,0.086512168,0
218931_at,6.278571711,-0.057882924,0.999941005,0
218932_at,9.215772775,-0.037302702,0.999941005,0
218933_at,7.277607431,-0.053821277,0.999941005,0
218934_s_at,7.46752323,0.034417827,0.999941005,0
218935_at,6.674568492,-0.109028376,0.840722334,0
218936_s_at,8.958312312,-0.042735061,0.999941005,0
218937_at,8.483503825,0.012177008,0.999941005,0
218938_at,6.657909366,-0.276577423,0.540948728,0
218939_at,7.685579669,0.034042275,0.999941005,0
218940_at,7.324398064,0.169749942,0.933778552,0
218941_at,8.653883824,-0.093384043,0.999779244,0
218942_at,10.00341298,-0.166358496,0.546134564,0
218943_s_at,7.737076834,2.137384226,0.000276444,1
218944_at,8.07414508,0.045251577,0.999941005,0
218945_at,8.653535979,0.013957174,0.999941005,0
218946_at,8.834741403,-0.364567778,0.551578627,0
218947_s_at,8.665940956,-0.038037299,0.999941005,0
218948_at,7.254432503,-0.221032679,0.427972232,0
218949_s_at,8.342438075,-0.233030888,0.383313412,0
218950_at,8.589138662,-0.07129355,0.975283725,0
218951_s_at,8.679073243,-0.104248994,0.843773602,0
218952_at,7.433350394,-0.144983161,0.871366197,0
218953_s_at,9.18516143,-0.282925368,0.232112638,0
218954_s_at,7.690845057,0.025422893,0.999941005,0
218955_at,9.064499391,0.029612824,0.999941005,0
218956_s_at,8.478652536,-0.079890963,0.987048115,0
218957_s_at,8.825618383,-0.127565723,0.973116126,0
218958_at,7.333795794,0.034780986,0.999941005,0
218959_at,7.838178776,-0.314761248,0.213060113,0
218960_at,6.691307955,-0.067812182,0.999941005,0
218961_s_at,8.18341484,0.028638001,0.999941005,0
218962_s_at,8.093197975,-0.365720819,0.232112638,0
218963_s_at,5.664729033,-0.059069058,0.999941005,0
218964_at,6.960173471,-0.021224791,0.999941005,0
218965_s_at,6.658332772,0.012932699,0.999941005,0
218966_at,7.864495854,-0.152870336,0.749642722,0
218967_s_at,6.196909094,-0.147857754,0.644573745,0
218968_s_at,8.021660661,-0.206840282,0.652891037,0
218969_at,8.652543811,0.118674923,0.903810018,0
218970_s_at,8.640211543,-0.183120779,0.550468308,0
218971_s_at,7.620703435,-0.242039548,0.348913863,0
218972_at,8.240759703,-0.033806212,0.999941005,0
218973_at,9.306885684,0.096833472,0.902730027,0
218974_at,5.804294872,-0.049899569,0.999941005,0
218975_at,7.420176784,0.082072825,0.999941005,0
218976_at,6.083449481,-0.014637958,0.999941005,0
218977_s_at,8.581390922,-0.087947298,0.937257169,0
218978_s_at,6.458990359,0.514669818,0.060445173,0
218979_at,9.40708588,-0.308385523,0.38653548,0
218980_at,6.107631454,-0.030875914,0.999941005,0
218981_at,6.412649102,-0.249631338,0.387581685,0
218982_s_at,9.960624948,0.016306216,0.999941005,0
